name,ring,quadrant,isNew,description
Sauce Labs,assess,tools,FALSE,"Cloud-based platform for automated testing of web and mobile applications. Access web browsers, mobile emulators and simulators, and real mobile devices."
Datadog APM,assess,tools,FALSE,Datadog released a private beta version of its new APM tool. We feel the need for deeper insights into our applications and request flows. As it does not support the JVM yet we keep an eye on its future development.
Bluepill,assess,tools,FALSE,"<a href=""https://github.com/linkedin/bluepill"">Bluepill</a> is a reliable iOS testing tool that runs UI tests using multiple simulators on a single machine."
Amazon Redshift Spectrum,assess,tools,TRUE,"Amazon Redshift Spectrum allows users to directly query large amounts of data residing in Amazon S3 without having to run prior transformations over this data. As such, it is an ideal candidate for queries on the data that resides in our datalake."
H2O,hold,tools,TRUE,"H2O is an open source deep learning platform we have been using for some time. Now, because of a rewrite for one of our Microservices, we are switching to SciKit Learn (as the new language is Python)."
ECS/Infinity,adopt,platforms,FALSE,"When it comes to container orchestration it feels like a gold rush. At Scout24, we decided to use Amazon ECS as it provides a nice integration with IAM, is supported by CloudFormation and makes AutoScaling easy. Teams who don't want to manage their own cluster should look at Infinity, our managed ECS cluster."
Node.js for microservices,trial,platforms,TRUE,"We would like to introduce Node.js and JavaScript as an official alternative to JVM and Scala for microservices. Node.js is generally more appealing for frontend oriented developers. Performance of Node.js is at least on par with JVM for web relevant tasks, especially with a lot of blocking IO. The challenge is to integrate it into the AutoScout24 ecosystem."
Presto on Amazon EMR,trial,platforms,TRUE,Presto is a technology that allows to run interactive SQL queries over petabytes of data. The fact that it is available on EMR means that we can easily unlock the potential of this technology for our analysts and do so in a highly scalable manner.
Translation Service,assess,platforms,TRUE,TODO [ZM]
Apache Flink,assess,platforms,TRUE,"Flink is an event stream processing framework that has been successfully used to build the read side of event-sourced CQRS apps. With its modern take on managing state within the app, its checkpointing facilities and strong event processing primitives, it constitutes and interesting framework for building event-sourced CRQS systems."
ScalaTest,adopt,languages & frameworks,FALSE,We choose ScalaTest as our primary Scala testing tool. It's easy to pick up and supports test styles that are familiar to most developers coming from other languages.
Python for Machine Learning,adopt,languages & frameworks,FALSE,"We use <a href=""https://www.python.org/"">Python</a> in many cases for many Machine Learning use cases. Python provides a lot of scalable, state-of-the-art, free and open-source ressources for ML."
Apache Spark for Analytics,adopt,languages & frameworks,FALSE,"<a href=""http://spark.apache.org/"">Apache Spark</a> is a fast and general engine for large-scale data processing. It is replacing the traditional MapReduce paradigm. We use Apache Spark with Hive and SparkSQL as backend for Microstrategy and for most of our deep and explorative analyses."
ReactiveX,adopt,languages & frameworks,FALSE,"<a href=""http://reactivex.io/"">ReactiveX</a> is a set of cross-language Reactive extensions that facilitate <a href=""https://cycle.js.org/streams.html"">reactive programming</a>. It's advantages over other language-specific reactive libraries is unified syntax/logic over all platforms (clients available in all major languages), so knowledge gained in RxJS can be reused in RxScala. It also provides common concepts that are easily understandable across codebases in comparison with custom-logic. Usage is highly encouraged when dealing with data/event streams, or complex async logic. "
Typescript,adopt,languages & frameworks,FALSE,"<a href=""https://www.typescriptlang.org/"">TypeScript</a> provides a modern type system on top of Javascript, allowing for safer code, easier refactoring and great IDE experience compared to plain JS. It is arguably the standard for any ""complex"" project (i.e. AngularJS, RxJS, ImmutableJS). In the context of autoscout24 where developers already use strongly-typed languages such as Scala o C#, adoption is extremely encouraged since it should be easy to pick up and provides big benefits."
Python for automation,adopt,languages & frameworks,FALSE,Python has been already the default language for automation at ImmoScout24 and Scout24. Therefore it makes sense to join our forces (OneScout) and use Python as default language for atuomation and scripting.
C#,adopt,languages & frameworks,FALSE,"We are migrating to Linux, JVM and Scala, but our legacy code base is written in C#. As we need to maintain our existing stack during the migration, there is still C# work to be done."
Modern JavaScript,adopt,languages & frameworks,TRUE,JavaScript is evolving faster now than it used to. Every year the standard is updated and new features are coming out. These features gain support in modern browsers quickly. With transpilers (e.g. Babel) we can provide fallback support for older browsers.
Kotlin,adopt,languages & frameworks,TRUE,"<a href=""https://kotlinlang.org/"">Kotlin</a> is now officially supported by Android: Any new stuff should be written in Kotlin except you are not familiar with the language. We can use it also for writing APIs and services "
Python 3,adopt,languages & frameworks,TRUE,Python 3 has been in existence for 8+ years now and Python 3 support is set to overtake Python 2 support. We should use Python 3 for all new projects implemented in Python. In the following page you can find the most used pypi packages readiness for python 3 support http://py3readiness.org. For more details please refer to the page https://wiki.python.org/moin/Python2orPython3.
Linting,adopt,languages & frameworks,TRUE,"Linting is the process of running a program that will analyse code for potential errors. It plays a big role for loosly typed languages. Some tools just format the code, some can fix simpler errors themselves.
* ESlint for JavaScript
* Sclafmt for Scala
* Swiftlint for Swift
* Lint for Android"
ScalaFMT,adopt,languages & frameworks,TRUE,"Good automatic formatting tools free the programmer from trivial work, enforce consistent styling and make code reviews simpler since only actual changes are included. <a href=""http://scalameta.org/scalafmt/"" target=""_blank"">ScalaFMT</a> does a very good job at auto-formatting Scala code, therefore it is recommended to use it thoroughly and enable checks on the CI server so all committed code is properly formatted."
Kafka Streams,trial,languages & frameworks,FALSE,"<a href=""https://www.confluent.io/product/kafka-streams/"">Kafka Streams</a> is an open-source stream processing library from Confluent. It offers the right set of abstractions for many of our use cases, without introducing operational complexity itself. It is tightly integrated with Kafka and does not require external dependencies for stateful operations. Be aware that Kafka Streams still suffers from stability issues: observe the behaviour of your app under shadow traffic, chaos monkey, and rolling updates before going live, and fix any issues discovered."
Apache Avro and Schema Registry,trial,languages & frameworks,FALSE,"Use <a href=""https://avro.apache.org/"">Avro</a> as default serialisation for Kafka streams. The <a href=""http://docs.confluent.io/3.0.0/schema-registry/docs/"">Avro schema registry</a> takes care that everybody sticks to the schema and keeps it compatible."
GraphQL,trial,languages & frameworks,FALSE,"<a href=""http://graphql.org/"">GraphQL</a> is a data query language for APIs. It originates from Facebook and allows the client to specify what should be returned as response. For the first set of APIs we decided to work with a simpler ""one size fits all"" model."
React Native,trial,languages & frameworks,FALSE,"<a href=""https://facebook.github.io/react-native/"">React Native</a> is a ""framework"" for building full/hybrid native mobile apps using JS and the React ecosystem. In the context of autoscout24 ""mobile-first"" approach and mobile/web team integration, it's looking very promising as an alternative to separate iOS/Android codebases, allowing teams to code independently in JS within the existing native apps and having unified logic/techniques for Web/iOS/Android. An upcoming POC will shed more light on the topic"
React/ Preact,trial,languages & frameworks,TRUE,For some usecases we see the need of a JavaScript framework. React and other React-like frameworks make it natural to devide compley frontend systems into small components. Our experience also shows that developers learn it relatively quickly. There are still challenges with testing. Preact is an almost API-compatible alternative to React tuned for client side performance (load and execution). It only gives up on support for exotic or extinct browsers.
Akka for microservices,hold,languages & frameworks,FALSE,"<a href=""http://akka.io/"">Akka</a> is an actor-based library for handling concurrency and implementing reactive microservices through a distributed message system. In combination with Akka Persistence / Lagom it can be the basis for event sourced microservices. After our first attempts at building microservices with Akka and not indirectly via Play, we are not convinced. Similarly, our experiences with Akka Streams were not as smooth as expected. The behaviour on failure caught several teams by surprise. We therefore advise to favour Rx and Kafka Streams over Akka Streams. Chose Akka Streams as deliberate decision acknowledging the odds."
Ruby for automation and scripting,hold,languages & frameworks,FALSE,"While ruby is still the common language for automation at AutoScout24, we believe we should join our forces (OneScout) and have only Python as default language for automation and scripting. This does not mean to change all existing tools and scripts, but new services should have a good reason to not use Python."
